Slice,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6,Type 7,Type 8,Type 9,Type 10,,C-pos,Z-pos,T-pos
1,0,0,0,0,0,0,0,0,0,0,1,1,1
2,0,0,0,0,0,0,0,0,0,0,2,1,1
3,0,0,0,0,0,0,0,0,0,0,3,1,1
4,0,0,0,0,0,0,0,0,0,0,1,2,1
5,0,0,0,0,0,0,0,0,0,0,2,2,1
6,0,0,0,0,0,0,0,0,0,0,3,2,1
7,0,0,0,0,0,0,0,0,0,0,1,3,1
8,0,0,0,0,0,0,0,0,0,0,2,3,1
9,0,0,0,0,0,0,0,0,0,0,3,3,1
10,0,0,0,0,0,0,0,0,0,0,1,4,1
11,0,0,0,0,0,0,0,0,0,0,2,4,1
12,0,0,0,0,0,0,0,0,0,0,3,4,1
13,0,0,0,0,0,0,0,0,0,0,1,5,1
14,0,0,0,0,0,0,0,0,0,0,2,5,1
15,0,0,0,0,0,0,0,0,0,0,3,5,1
16,0,0,0,0,0,0,0,0,0,0,1,6,1
17,0,0,0,0,0,0,0,0,0,0,2,6,1
18,0,0,0,0,0,0,0,0,0,0,3,6,1
19,0,0,0,0,0,0,0,0,0,0,1,7,1
20,0,0,0,0,0,0,0,0,0,0,2,7,1
21,0,0,0,0,0,0,0,0,0,0,3,7,1
22,0,0,0,0,0,0,0,0,0,0,1,8,1
23,0,0,0,0,0,0,0,0,0,0,2,8,1
24,0,0,0,0,0,0,0,0,0,0,3,8,1
25,0,0,0,0,0,0,0,0,0,0,1,9,1
26,0,0,0,0,0,0,0,0,0,0,2,9,1
27,0,0,0,0,0,0,0,0,0,0,3,9,1
28,0,0,0,0,0,0,0,0,0,0,1,10,1
29,0,0,0,0,0,0,0,0,0,0,2,10,1
30,0,0,0,0,0,0,0,0,0,0,3,10,1
31,0,0,0,0,0,0,0,0,0,0,1,11,1
32,0,0,0,0,0,0,0,0,0,0,2,11,1
33,0,0,0,0,0,0,0,0,0,0,3,11,1
34,0,0,0,0,0,0,0,0,0,0,1,12,1
35,0,0,0,0,0,0,0,0,0,0,2,12,1
36,0,0,0,0,0,0,0,0,0,0,3,12,1
37,0,0,0,0,0,0,0,0,0,0,1,13,1
38,0,0,0,0,0,0,0,0,0,0,2,13,1
39,0,0,0,0,0,0,0,0,0,0,3,13,1
40,6,6,5,2,3,5,5,0,0,0,1,14,1
41,0,0,0,0,0,0,0,0,0,0,2,14,1
42,0,0,0,0,0,0,0,0,0,0,3,14,1
43,0,0,0,0,0,0,0,0,0,0,1,15,1
